         1148739 function calls (1092611 primitive calls) in 1.943 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      194    0.001    0.000    0.017    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/types/misc.py:61(literal)
      258    0.002    0.000    0.017    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/lowering.py:1502(decref)
     1084    0.002    0.000    0.017    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/datamodel/manager.py:33(__getitem__)
1191/1161    0.003    0.000    0.017    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/datamodel/manager.py:22(lookup)
      103    0.002    0.000    0.017    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/cgutils.py:362(alloca_once)
        1    0.000    0.000    0.017    0.017 /home/seb/.local/lib/python3.8/site-packages/numba/cpython/hashing.py:1(<module>)
     1720    0.005    0.000    0.017    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/types/abstract.py:48(_intern)
        1    0.000    0.000    0.017    0.017 /home/seb/.local/lib/python3.8/site-packages/scipy/linalg/_sketches.py:1(<module>)
        4    0.003    0.001    0.017    0.004 /home/seb/.local/lib/python3.8/site-packages/numba/core/byteflow.py:78(run)
        1    0.000    0.000    0.016    0.016 /home/seb/.local/lib/python3.8/site-packages/scipy/sparse/__init__.py:1(<module>)
       30    0.000    0.000    0.016    0.001 /home/seb/.local/lib/python3.8/site-packages/numba/core/typeinfer.py:1557(typeof_global)
      256    0.001    0.000    0.016    0.000 /usr/lib/python3.8/functools.py:870(wrapper)
    21206    0.007    0.000    0.016    0.000 {method 'get' of 'dict' objects}
      104    0.007    0.000    0.016    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/analysis.py:235(compute_cfg_from_blocks)
      156    0.002    0.000    0.016    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/builder.py:297(if_then)
     2602    0.005    0.000    0.016    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/_utils.py:16(register)
      130    0.001    0.000    0.016    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/lowering.py:1513(_lit_or_omitted)
     1859    0.006    0.000    0.016    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/base.py:127(_match)
       26    0.000    0.000    0.016    0.001 /home/seb/.local/lib/python3.8/site-packages/numba/core/lowering.py:1471(alloca)
      209    0.001    0.000    0.015    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/targetconfig.py:187(__hash__)
        4    0.000    0.000    0.015    0.004 /home/seb/.local/lib/python3.8/site-packages/numba/core/typed_passes.py:789(run_pass)
       10    0.002    0.000    0.015    0.002 /home/seb/.local/lib/python3.8/site-packages/numba/core/ssa.py:167(_run_block_rewrite)
      438    0.006    0.000    0.015    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/utils.py:311(order_by_target_specificity)
       26    0.000    0.000    0.015    0.001 /home/seb/.local/lib/python3.8/site-packages/numba/core/lowering.py:1476(alloca_lltype)
       21    0.000    0.000    0.015    0.001 /home/seb/.local/lib/python3.8/site-packages/numba/core/base.py:1111(get_abi_sizeof)
        4    0.000    0.000    0.015    0.004 /home/seb/.local/lib/python3.8/site-packages/numba/core/lowering.py:30(__init__)
    13623    0.004    0.000    0.015    0.000 /usr/lib/python3.8/abc.py:96(__instancecheck__)
 1950/729    0.003    0.000    0.015    0.000 /usr/lib/python3/dist-packages/pkg_resources/__init__.py:2380(yield_lines)
      417    0.001    0.000    0.015    0.000 /usr/lib/python3/dist-packages/pkg_resources/__init__.py:3191(split_sections)
       40    0.007    0.000    0.015    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/analysis.py:118(compute_dead_maps)
5512/5487    0.005    0.000    0.014    0.000 {method 'join' of 'str' objects}
  116/114    0.001    0.000    0.014    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/base.py:514(get_constant_generic)
       21    0.000    0.000    0.014    0.001 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/types.py:48(get_abi_size)
        4    0.000    0.000    0.014    0.004 /home/seb/.local/lib/python3.8/site-packages/numba/core/codegen.py:1394(_add_module)
        4    0.000    0.000    0.014    0.004 /home/seb/.local/lib/python3.8/site-packages/numba/core/codegen.py:1095(add_module)
5783/5112    0.010    0.000    0.014    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/types/abstract.py:117(__hash__)
      193    0.001    0.000    0.014    0.000 /usr/lib/python3.8/inspect.py:3091(signature)
      293    0.001    0.000    0.014    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/binding/module.py:244(_next)
      268    0.001    0.000    0.014    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/binding/value.py:143(name)
4921/4900    0.007    0.000    0.014    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/_utils.py:54(get_reference)
     1447    0.007    0.000    0.014    0.000 /usr/lib/python3.8/weakref.py:382(__getitem__)
        4    0.000    0.000    0.014    0.003 /home/seb/.local/lib/python3.8/site-packages/numba/core/codegen.py:1088(_load_defined_symbols)
     1327    0.004    0.000    0.014    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ssa.py:190(_run_ssa_block_pass)
        1    0.000    0.000    0.013    0.013 /home/seb/.local/lib/python3.8/site-packages/numba/typed/typedlist.py:1(<module>)
      193    0.000    0.000    0.013    0.000 /usr/lib/python3.8/inspect.py:2839(from_callable)
        4    0.000    0.000    0.013    0.003 /home/seb/.local/lib/python3.8/site-packages/numba/np/arrayobj.py:407(_getitem_array_generic)
        4    0.000    0.000    0.013    0.003 /home/seb/.local/lib/python3.8/site-packages/numba/core/untyped_passes.py:118(run_pass)
      193    0.002    0.000    0.013    0.000 /usr/lib/python3.8/inspect.py:2206(_signature_from_callable)
      101    0.001    0.000    0.013    0.000 <frozen importlib._bootstrap_external>:578(_compile_bytecode)
        8    0.000    0.000    0.013    0.002 /home/seb/.local/lib/python3.8/site-packages/numba/core/codegen.py:1092(<setcomp>)
       21    0.001    0.000    0.013    0.001 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/types.py:33(_get_ll_pointer_type)
        4    0.000    0.000    0.013    0.003 /home/seb/.local/lib/python3.8/site-packages/numba/core/lowering.py:323(init)
      212    0.001    0.000    0.013    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/interpreter.py:668(_dispatch)
        4    0.000    0.000    0.013    0.003 /home/seb/.local/lib/python3.8/site-packages/numba/core/codegen.py:1297(_scan_and_fix_unresolved_refs)
     6265    0.006    0.000    0.013    0.000 {built-in method builtins.issubclass}
        4    0.001    0.000    0.013    0.003 /home/seb/.local/lib/python3.8/site-packages/numba/core/lowering.py:336(_find_singly_assigned_variable)
       40    0.000    0.000    0.012    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/transforms.py:353(canonicalize_cfg)
        1    0.000    0.000    0.012    0.012 /home/seb/.local/lib/python3.8/site-packages/numba/cpython/randomimpl.py:1(<module>)
       40    0.000    0.000    0.012    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/transforms.py:283(canonicalize_cfg_single_backedge)
      101    0.012    0.000    0.012    0.000 {built-in method marshal.loads}
      125    0.002    0.000    0.012    0.000 <frozen importlib._bootstrap>:890(_find_spec)
       71    0.001    0.000    0.012    0.000 /usr/lib/python3/dist-packages/pkg_resources/__init__.py:2508(parse_group)
      120    0.001    0.000    0.012    0.000 <frozen importlib._bootstrap>:549(module_from_spec)
8414/8184    0.010    0.000    0.012    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/types/abstract.py:120(__eq__)
        4    0.000    0.000    0.012    0.003 /home/seb/.local/lib/python3.8/site-packages/numba/core/ssa.py:145(_find_defs_violators)
      142    0.001    0.000    0.012    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/context.py:263(resolve_getattr)
       41    0.000    0.000    0.012    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/inline_closurecall.py:1337(match)
      460    0.001    0.000    0.012    0.000 /usr/lib/python3/dist-packages/pkg_resources/__init__.py:2767(_get_metadata)
     1464    0.005    0.000    0.011    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/base.py:376(insert_func_defn)
       41    0.002    0.000    0.011    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/inline_closurecall.py:1350(_inline_const_arraycall)
      227    0.001    0.000    0.011    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/binding/value.py:206(is_declaration)
        5    0.000    0.000    0.011    0.002 /home/seb/.local/lib/python3.8/site-packages/numba/core/ssa.py:83(_fix_ssa_vars)
2072/1865    0.003    0.000    0.011    0.000 /usr/lib/python3.8/contextlib.py:117(__exit__)
2022/2006    0.005    0.000    0.011    0.000 {built-in method builtins.any}
        1    0.000    0.000    0.011    0.011 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/randomdecl.py:1(<module>)
7137/4807    0.002    0.000    0.011    0.000 /usr/lib/python3.8/abc.py:100(__subclasscheck__)
      366    0.003    0.000    0.011    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/builder.py:768(store)
       82    0.000    0.000    0.011    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/binding/passmanagers.py:232(run)
        4    0.001    0.000    0.011    0.003 /home/seb/.local/lib/python3.8/site-packages/numba/core/typed_passes.py:522(run_pass)
    13623    0.006    0.000    0.011    0.000 {built-in method _abc._abc_instancecheck}
     2492    0.008    0.000    0.010    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/_utils.py:24(deduplicate)
        5    0.000    0.000    0.010    0.002 /home/seb/.local/lib/python3.8/site-packages/numba/core/callconv.py:116(raise_error)
        9    0.000    0.000    0.010    0.001 /home/seb/.local/lib/python3.8/site-packages/numba/np/arrayobj.py:71(_make_refs)
        5    0.000    0.000    0.010    0.002 /home/seb/.local/lib/python3.8/site-packages/numba/cpython/numbers.py:1312(literal_int_to_boolean)
       13    0.000    0.000    0.010    0.001 /usr/lib/python3.8/pprint.py:55(pformat)
      788    0.002    0.000    0.010    0.000 /usr/lib/python3/dist-packages/colorama/ansitowin32.py:43(isatty)
      192    0.001    0.000    0.010    0.000 /usr/lib/python3/dist-packages/pkg_resources/__init__.py:2479(parse)
       13    0.000    0.000    0.010    0.001 /usr/lib/python3.8/pprint.py:151(pformat)
        1    0.000    0.000    0.010    0.010 /home/seb/.local/lib/python3.8/site-packages/scipy/linalg/misc.py:1(<module>)
   282/13    0.001    0.000    0.010    0.001 /usr/lib/python3.8/pprint.py:163(_format)
        1    0.000    0.000    0.010    0.010 /home/seb/.local/lib/python3.8/site-packages/numba/typed/typeddict.py:1(<module>)
       93    0.000    0.000    0.010    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typed_passes.py:663(_do_work_expr)
        9    0.000    0.000    0.010    0.001 /home/seb/.local/lib/python3.8/site-packages/numba/core/callconv.py:547(call_function)
      193    0.004    0.000    0.010    0.000 /usr/lib/python3.8/inspect.py:2112(_signature_from_function)
      337    0.002    0.000    0.010    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/builder.py:755(load)
       43    0.000    0.000    0.010    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/decorators.py:189(wrapper)
2553/2292    0.006    0.000    0.010    0.000 {built-in method builtins.sorted}
        5    0.000    0.000    0.010    0.002 /home/seb/.local/lib/python3.8/site-packages/numba/core/base.py:748(is_true)
        4    0.000    0.000    0.010    0.002 /home/seb/.local/lib/python3.8/site-packages/numba/core/ir.py:1554(dump_to_string)
        4    0.000    0.000    0.009    0.002 /home/seb/.local/lib/python3.8/site-packages/numba/core/ir.py:1528(dump)
        9    0.000    0.000    0.009    0.001 /usr/lib/python3.8/pprint.py:419(_pprint_default_dict)
     1256    0.008    0.000    0.009    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/types/functions.py:245(__init__)
       38    0.000    0.000    0.009    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/decorators.py:246(njit)
       41    0.001    0.000    0.009    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/ir.py:1254(dump)
7137/4807    0.009    0.000    0.009    0.000 {built-in method _abc._abc_subclasscheck}
     3706    0.007    0.000    0.009    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/event.py:84(__init__)
        9    0.000    0.000    0.009    0.001 /usr/lib/python3.8/pprint.py:189(_pprint_dict)
       78    0.001    0.000    0.009    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/base.py:1194(__init__)
       38    0.000    0.000    0.009    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/decorators.py:26(jit)
     1647    0.005    0.000    0.009    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typeconv/typeconv.py:40(check_compatible)
      124    0.000    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:1334(find_spec)
        7    0.000    0.000    0.009    0.001 /home/seb/.local/lib/python3.8/site-packages/numba/core/codegen.py:685(_get_module_for_linking)
       43    0.001    0.000    0.009    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/dispatcher.py:807(__init__)
        4    0.000    0.000    0.009    0.002 /home/seb/.local/lib/python3.8/site-packages/numba/core/interpreter.py:391(post_process)
        4    0.002    0.000    0.009    0.002 /home/seb/.local/lib/python3.8/site-packages/numba/core/interpreter.py:285(peep_hole_delete_with_exit)
      124    0.001    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:1302(_get_spec)
        2    0.000    0.000    0.009    0.004 /home/seb/.local/lib/python3.8/site-packages/numba/core/boxing.py:515(unbox_tuple)
       78    0.001    0.000    0.009    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/base.py:1223(__call__)
      120    0.000    0.000    0.009    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/cgutils.py:893(gep_inbounds)
      148    0.007    0.000    0.008    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/analysis.py:91(liveness)
      131    0.000    0.000    0.008    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/runtime/context.py:217(incref)
       82    0.002    0.000    0.008    0.000 /home/seb/.local/lib/python3.8/site-packages/llvmlite/ir/values.py:925(__init__)
      274    0.001    0.000    0.008    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/context.py:268(core)
      278    0.003    0.000    0.008    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/typing/context.py:287(find_matching_getattr_template)
        4    0.000    0.000    0.008    0.002 /home/seb/.local/lib/python3.8/site-packages/numba/core/codegen.py:774(_verify_declare_only_symbols)
     2072    0.004    0.000    0.008    0.000 /usr/lib/python3.8/contextlib.py:238(helper)
        1    0.001    0.001    0.008    0.008 /home/seb/.local/lib/python3.8/site-packages/numba/np/arrayobj.py:1(<module>)
       26    0.000    0.000    0.008    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/lowering.py:783(fold_call_args)
      192    0.000    0.000    0.008    0.000 /usr/lib/python3/dist-packages/pkg_resources/__init__.py:2499(_parse_extras)
        2    0.000    0.000    0.008    0.004 /home/seb/.local/lib/python3.8/site-packages/numba/cpython/rangeobj.py:91(getiter_range32_impl)
      120    0.001    0.000    0.008    0.000 /home/seb/.local/lib/python3.8/site-packages/numba/core/cgutils.py:900(gep)
        3    0.000    0.000    0.008    0.003 /usr/lib/python3/dist-packages/pkg_resources/__init__.py:3148(parse)
        6    0.000    0.000    0.008    0.001 /usr/lib/python3/dist-packages/pkg_resources/__init__.py:3077(parse_requirements)
